dev_id,week,issues_opened,issues_closed,issues_reopened,avg_pr_merge_days
D2133,9,9,3,2,6
D2133,10,3,3,3,6
D2133,11,4,3,3,8
D2133,12,7,2,4,8
D2133,13,5,5,3,9
D2134,1,5,4,0,1
D2134,2,6,3,1,3
D2134,3,3,3,1,3
D2134,4,3,2,0,1
D2134,5,4,3,0,2
D2134,6,7,6,1,3
D2134,7,3,2,1,1
D2134,8,5,4,0,1
D2134,9,4,2,1,3
D2134,10,7,2,1,3
D2134,11,9,8,0,1
D2134,12,3,3,1,2
D2134,13,3,3,1,3
D2135,1,5,5,0,1
D2135,2,4,4,1,3
D2135,3,4,3,0,1
D2135,4,6,5,1,3
D2135,5,6,2,1,2
D2135,6,5,4,1,3
D2135,7,8,2,0,1
D2135,8,3,3,1,3
D2135,9,4,3,0,2
D2135,10,7,7,1,1
D2135,11,7,6,1,1
D2135,12,6,6,1,1
D2135,13,8,6,1,3
D2136,1,4,4,1,3
D2136,2,6,6,1,1
D2136,3,4,2,0,2
D2136,4,7,5,1,1
D2136,5,9,4,0,2
D2136,6,3,2,0,3
D2136,7,7,4,1,2
D2136,8,5,5,1,3
D2136,9,7,2,1,1
D2136,10,3,2,1,3
D2136,11,3,2,1,1
D2136,12,7,2,1,3
D2136,13,6,4,0,3
D2137,1,9,4,1,1
D2137,2,8,7,1,3
D2137,3,9,3,0,2
D2137,4,9,6,0,3
D2137,5,8,5,1,3
D2137,6,4,3,1,1
D2137,7,9,2,1,3
D2137,8,8,7,1,3
D2137,9,4,2,0,2
D2137,10,4,2,0,3
D2137,11,5,5,0,2
D2137,12,6,3,0,2
D2137,13,4,2,0,1
D2138,1,5,4,1,2
D2138,2,5,2,1,2
D2138,3,8,6,1,2
D2138,4,6,3,0,3
D2138,5,8,4,1,2
D2138,6,8,3,1,3
D2138,7,9,4,0,1
D2138,8,7,2,0,3
D2138,9,5,5,0,1
D2138,10,4,2,0,2
D2138,11,7,5,1,2
D2138,12,8,6,0,1
D2138,13,9,5,1,2
D2139,1,6,4,1,3
D2139,2,6,4,0,2
D2139,3,7,4,0,2
D2139,4,8,2,1,1
D2139,5,4,2,1,3
D2139,6,7,6,1,2
D2139,7,3,3,1,1
D2139,8,4,3,2,7
D2139,9,6,2,3,8
D2139,10,9,4,4,9
D2139,11,7,5,3,7
D2139,12,8,3,2,6
D2139,13,3,3,3,4
D2140,1,5,2,1,1
D2140,2,6,5,1,3
D2140,3,5,3,1,3
D2140,4,4,4,1,2
D2140,5,6,6,1,2
D2140,6,7,2,0,1
D2140,7,6,5,1,3
D2140,8,6,4,3,4
D2140,9,8,7,3,6
D2140,10,6,2,4,4
D2140,11,3,2,3,9
D2140,12,3,2,3,6
D2140,13,5,4,4,5
D2141,1,9,5,0,2
D2141,2,8,5,0,3
D2141,3,8,6,0,2
D2141,4,3,2,1,3
D2141,5,9,5,0,3
D2141,6,9,4,0,1
D2141,7,5,5,1,3
D2141,8,8,5,4,6
D2141,9,6,3,4,9
D2141,10,7,3,2,4
D2141,11,7,3,3,7
D2141,12,4,3,3,9
D2141,13,7,6,3,7
D2142,1,8,2,0,2
D2142,2,4,2,0,2
D2142,3,8,5,0,3
D2142,4,7,5,1,3
D2142,5,4,2,0,3
D2142,6,6,4,0,1
D2142,7,3,3,0,2
D2142,8,9,8,4,9
D2142,9,6,2,4,9
D2142,10,3,3,2,4
D2142,11,6,6,3,4
D2142,12,5,3,3,8
D2142,13,8,3,2,5
D2143,1,8,3,1,2
D2143,2,8,6,0,3
D2143,3,8,2,1,2
D2143,4,7,4,0,3
D2143,5,7,6,0,2
D2143,6,7,2,1,1
D2143,7,6,5,1,2
D2143,8,4,4,0,3
D2143,9,4,2,0,2
D2143,10,9,5,1,2
D2143,11,8,2,1,2
D2143,12,4,4,1,2
D2143,13,3,2,0,1
D2144,1,8,7,1,2
D2144,2,8,3,0,3
D2144,3,7,2,0,2
D2144,4,9,8,1,3
D2144,5,5,4,0,3
D2144,6,7,6,0,3
D2144,7,7,7,1,3
D2144,8,9,4,0,3
D2144,9,9,4,1,1
D2144,10,8,5,0,3
D2144,11,9,2,0,1
D2144,12,4,2,1,1
D2144,13,8,6,1,2
D2145,1,7,2,0,1
D2145,2,9,5,1,2
D2145,3,8,4,1,1
D2145,4,9,6,0,2
D2145,5,4,2,1,3
D2145,6,6,5,1,3
D2145,7,3,2,1,1
D2145,8,9,5,4,4
D2145,9,3,3,4,6
D2145,10,8,2,2,5
D2145,11,4,4,3,5
D2145,12,7,7,3,5
D2145,13,6,6,4,4
D2146,1,3,3,0,2
D2146,2,3,3,1,2
D2146,3,4,2,1,3
D2146,4,5,5,0,1
D2146,5,6,2,0,2
D2146,6,5,4,1,2
D2146,7,7,5,1,3
D2146,8,4,4,1,2
D2146,9,7,4,1,1
D2146,10,9,2,0,2
D2146,11,8,4,1,3
D2146,12,3,2,0,3
D2146,13,4,2,0,1
D2147,1,9,8,1,2
D2147,2,4,4,1,1
D2147,3,3,3,0,1
D2147,4,6,3,0,2
D2147,5,7,6,1,2
D2147,6,6,6,0,2
D2147,7,7,7,0,3
D2147,8,9,3,4,6
D2147,9,6,6,2,8
D2147,10,5,5,4,8
D2147,11,6,2,2,4
D2147,12,9,3,3,9
D2147,13,6,3,4,7
D2148,1,8,3,0,3
D2148,2,3,2,1,1
D2148,3,7,7,1,3
D2148,4,6,4,1,2
D2148,5,8,5,1,2
D2148,6,9,9,1,1
D2148,7,6,4,1,3
D2148,8,5,3,2,4
D2148,9,5,2,4,6
D2148,10,6,6,2,5
D2148,11,3,3,4,7
D2148,12,5,2,4,8
D2148,13,4,3,2,6
D2149,1,3,2,1,1
D2149,2,9,8,1,2
D2149,3,5,2,0,3
D2149,4,6,5,0,1
D2149,5,5,4,1,2
D2149,6,9,8,1,2
D2149,7,7,3,1,1
D2149,8,4,3,0,1
D2149,9,8,8,0,3
D2149,10,6,4,1,2
D2149,11,9,4,1,1
D2149,12,4,4,0,3
D2149,13,4,3,1,3
D2150,1,8,3,0,1
D2150,2,5,5,1,2
D2150,3,3,2,0,2
D2150,4,5,2,1,2
D2150,5,3,3,0,3
D2150,6,4,3,1,3
D2150,7,4,4,0,1
D2150,8,7,5,4,8
D2150,9,5,3,3,8
D2150,10,8,4,4,4
D2150,11,8,8,2,4
D2150,12,5,2,4,5
D2150,13,5,5,2,8
D2151,1,4,2,1,1
D2151,2,6,6,1,1
D2151,3,6,3,1,3
D2151,4,7,3,0,1
D2151,5,3,2,1,2
D2151,6,3,3,1,3
D2151,7,9,8,0,1
D2151,8,5,3,3,4
D2151,9,5,5,4,9
D2151,10,9,5,4,8
D2151,11,3,3,2,9
D2151,12,9,2,3,6
D2151,13,8,2,2,8
D2152,1,3,3,0,1
D2152,2,6,5,0,1
D2152,3,3,2,0,1
D2152,4,7,5,0,2
D2152,5,9,8,0,2
D2152,6,6,2,0,1
D2152,7,3,2,1,3
D2152,8,6,2,0,1
D2152,9,5,5,1,3
D2152,10,5,3,1,2
D2152,11,7,7,1,2
D2152,12,3,3,1,3
D2152,13,3,2,1,3
D2153,1,6,3,0,3
D2153,2,7,5,1,1
D2153,3,4,3,1,1
D2153,4,7,3,1,3
D2153,5,9,5,0,1
D2153,6,7,4,1,3
D2153,7,6,6,1,1
D2153,8,6,4,1,2
D2153,9,8,8,0,1
D2153,10,6,3,1,1
D2153,11,5,2,0,1
D2153,12,8,4,0,2
D2153,13,5,2,1,1
D2154,1,7,2,1,2
D2154,2,5,4,0,2
D2154,3,8,7,1,2
D2154,4,8,7,1,2
D2154,5,6,4,1,2
D2154,6,4,2,1,1
D2154,7,8,5,1,3
D2154,8,8,7,4,6
D2154,9,6,4,3,5
D2154,10,8,2,2,6
D2154,11,4,2,2,9
D2154,12,6,4,3,8
D2154,13,7,5,2,5
D2155,1,3,2,1,3
D2155,2,5,4,0,2
D2155,3,3,3,1,1
D2155,4,3,2,1,1
D2155,5,8,8,0,2
D2155,6,5,3,1,3
D2155,7,5,4,1,3
D2155,8,9,5,2,7
D2155,9,8,2,4,5
D2155,10,5,3,3,4
D2155,11,9,4,4,6
D2155,12,9,6,3,6
D2155,13,3,3,3,5
D2156,1,4,2,1,1
D2156,2,9,3,1,2
D2156,3,3,2,0,2
D2156,4,8,3,1,2
D2156,5,9,3,1,3
D2156,6,8,4,1,1
D2156,7,8,5,0,3
D2156,8,9,7,2,4
D2156,9,4,3,4,7
D2156,10,4,3,4,9
D2156,11,5,4,2,7
D2156,12,3,3,3,7
D2156,13,8,5,2,6
D2157,1,3,3,0,2
D2157,2,4,3,1,2
D2157,3,4,4,1,2
D2157,4,5,4,1,1
D2157,5,4,2,1,3
D2157,6,7,2,1,3
D2157,7,9,3,1,2
D2157,8,7,6,4,4
D2157,9,9,8,4,8
D2157,10,7,6,4,8
D2157,11,4,4,4,6
D2157,12,5,5,4,8
D2157,13,8,6,3,7
D2158,1,8,3,1,1
D2158,2,9,3,0,3
D2158,3,7,6,0,1
D2158,4,7,4,1,1
D2158,5,9,6,0,2
D2158,6,5,2,0,2
D2158,7,8,6,0,2
D2158,8,8,2,1,3
D2158,9,4,2,1,1
D2158,10,9,4,1,2
D2158,11,8,3,1,2
D2158,12,5,3,1,3
D2158,13,3,2,0,1
D2159,1,4,2,0,3
D2159,2,7,6,0,2
D2159,3,5,3,1,3
D2159,4,4,3,1,2
D2159,5,7,6,1,1
D2159,6,9,7,0,1
D2159,7,5,3,0,2
D2159,8,5,3,0,2
D2159,9,4,2,0,3
D2159,10,3,2,1,3
D2159,11,5,4,0,2
D2159,12,8,3,1,2
D2159,13,9,8,1,1
D2160,1,4,3,1,3
D2160,2,7,2,0,1
D2160,3,7,6,1,3
D2160,4,8,3,0,1
D2160,5,3,3,1,3
D2160,6,4,3,0,1
D2160,7,3,2,0,3
D2160,8,3,3,1,1
D2160,9,5,2,0,3
D2160,10,6,6,1,1
D2160,11,6,5,0,2
D2160,12,4,3,0,2
D2160,13,4,3,1,2
D2161,1,8,2,1,1
D2161,2,5,5,0,1
D2161,3,7,6,0,3
D2161,4,9,9,0,1
D2161,5,5,3,1,1
D2161,6,8,4,0,1
D2161,7,8,2,1,3
D2161,8,6,2,2,5
D2161,9,4,3,4,7
D2161,10,9,5,2,9
D2161,11,5,3,3,7
D2161,12,5,4,4,6
D2161,13,9,7,4,4
D2162,1,4,4,0,2
D2162,2,5,3,1,1
D2162,3,9,9,0,1
D2162,4,5,2,0,3
D2162,5,9,7,0,1
D2162,6,5,2,1,1
D2162,7,9,9,1,3
D2162,8,3,2,0,1
D2162,9,5,5,1,1
D2162,10,5,4,0,1
D2162,11,9,8,0,1
D2162,12,3,3,1,2
D2162,13,3,3,1,3
D2163,1,5,5,1,3
D2163,2,3,3,1,2
D2163,3,9,7,1,2
D2163,4,5,4,1,2
D2163,5,4,2,0,2
D2163,6,6,2,0,2
D2163,7,4,2,1,3
D2163,8,9,7,0,3
D2163,9,8,8,0,2
D2163,10,9,2,0,3
D2163,11,8,8,0,1
D2163,12,8,7,1,2
D2163,13,6,2,1,2
D2164,1,7,5,1,1
D2164,2,7,2,1,3
D2164,3,9,7,1,1
D2164,4,4,2,1,2
D2164,5,9,5,1,2
D2164,6,9,9,1,1
D2164,7,8,7,1,2
D2164,8,8,2,0,2
D2164,9,7,2,0,3
D2164,10,3,3,1,1
D2164,11,4,3,0,1
D2164,12,6,3,1,3
D2164,13,5,4,1,1
D2165,1,9,7,1,3
D2165,2,6,5,1,1
D2165,3,5,4,1,3
D2165,4,7,5,0,2
D2165,5,8,4,0,2
D2165,6,3,3,0,2
D2165,7,7,2,0,1
D2165,8,6,2,1,3
D2165,9,9,5,0,1
D2165,10,7,5,0,2
D2165,11,5,5,1,1
D2165,12,3,3,1,3
D2165,13,3,2,0,3
D2166,1,3,3,1,2
D2166,2,9,3,0,1
D2166,3,4,3,1,1
D2166,4,9,2,0,3
D2166,5,7,6,0,3
D2166,6,6,6,0,1
D2166,7,7,6,1,2
D2166,8,9,6,1,3
D2166,9,6,3,0,3
D2166,10,7,2,1,2
D2166,11,6,3,0,1
D2166,12,7,2,1,2
D2166,13,6,2,1,1
D2167,1,7,5,0,3
D2167,2,8,7,1,1
D2167,3,9,2,0,3
D2167,4,5,3,1,3
D2167,5,6,4,0,1
D2167,6,9,3,0,3
D2167,7,6,6,1,2
D2167,8,7,5,1,3
D2167,9,9,3,0,3
D2167,10,3,2,0,1
D2167,11,5,2,1,3
D2167,12,4,2,1,3
D2167,13,8,4,0,1
D2168,1,8,5,1,2
D2168,2,8,7,0,3
D2168,3,3,3,1,3
D2168,4,8,7,0,2
D2168,5,9,3,1,2
D2168,6,9,2,1,3
D2168,7,4,2,1,1
D2168,8,4,3,3,5
D2168,9,4,3,4,7
D2168,10,4,3,3,9
D2168,11,8,5,4,6
D2168,12,6,5,2,8
D2168,13,3,3,3,6
D2169,1,3,2,1,1
D2169,2,6,2,0,3
D2169,3,7,6,0,1
D2169,4,7,6,0,2
D2169,5,9,3,1,3
D2169,6,6,5,0,2
D2169,7,8,8,1,1
D2169,8,4,4,0,2
D2169,9,9,9,1,3
D2169,10,5,5,1,2
D2169,11,4,3,0,1
D2169,12,6,6,1,1
D2169,13,7,4,0,1
D2170,1,3,2,0,2
D2170,2,7,2,0,1
D2170,3,4,4,1,2
D2170,4,9,3,0,1
D2170,5,6,3,1,1
D2170,6,7,4,0,2
D2170,7,6,3,0,2
D2170,8,7,5,2,8
D2170,9,9,6,2,7
D2170,10,7,4,2,6
D2170,11,3,2,4,4
D2170,12,5,4,3,6
D2170,13,7,6,3,9
D2171,1,8,6,0,2
D2171,2,7,3,0,2
D2171,3,5,2,0,2
D2171,4,7,3,0,2
D2171,5,7,7,0,3
D2171,6,3,2,0,2
D2171,7,7,3,1,3
D2171,8,7,6,0,3
D2171,9,5,5,0,2
D2171,10,5,5,0,2
D2171,11,5,4,1,2
D2171,12,7,3,1,1
D2171,13,7,3,1,1
D2172,1,3,2,1,3
D2172,2,6,4,1,2
D2172,3,9,9,0,3
D2172,4,4,2,0,2
D2172,5,5,3,1,1
D2172,6,5,3,0,3
D2172,7,6,2,0,2
D2172,8,6,4,2,9
D2172,9,7,7,2,7
D2172,10,7,4,3,7
D2172,11,5,2,2,5
D2172,12,7,7,4,9
D2172,13,4,3,2,9
D2173,1,6,2,1,3
D2173,2,3,3,1,2
D2173,3,3,2,1,1
D2173,4,8,5,1,1
D2173,5,4,4,0,1
D2173,6,8,8,1,1
D2173,7,7,4,1,3
D2173,8,4,2,0,1
D2173,9,3,3,0,3
D2173,10,7,3,1,2
D2173,11,7,5,0,2
D2173,12,6,3,0,1
D2173,13,7,3,0,2
D2174,1,9,3,0,2
D2174,2,7,3,0,3
D2174,3,6,4,1,3
D2174,4,8,8,0,1
D2174,5,5,3,0,1
D2174,6,4,3,0,1
D2174,7,9,2,0,2
D2174,8,3,3,0,1
D2174,9,3,3,1,3
D2174,10,7,2,1,1
D2174,11,8,6,0,2
D2174,12,4,4,1,3
D2174,13,8,3,1,3
D2175,1,7,7,0,3
D2175,2,3,3,1,1
D2175,3,7,6,1,2
D2175,4,3,3,1,1
D2175,5,3,2,1,2
D2175,6,5,5,1,3
D2175,7,3,2,0,2
D2175,8,7,3,1,2
D2175,9,5,5,0,2
D2175,10,4,2,0,1
D2175,11,5,2,1,2
D2175,12,4,3,1,3
D2175,13,6,4,1,2
D2176,1,4,4,0,3
D2176,2,7,3,0,1
D2176,3,8,6,1,3
D2176,4,4,4,1,3
D2176,5,4,2,0,1
D2176,6,3,2,0,3
D2176,7,3,3,1,1
D2176,8,3,2,4,6
D2176,9,7,2,3,4
D2176,10,3,2,3,4
D2176,11,7,5,2,5
D2176,12,7,4,2,4
D2176,13,3,2,2,4
D2177,1,8,2,1,1
D2177,2,5,5,1,1
D2177,3,8,2,0,2
D2177,4,7,4,1,3
D2177,5,7,6,1,3
D2177,6,9,2,1,3
D2177,7,4,4,1,1
D2177,8,5,2,0,1
D2177,9,9,2,1,1
D2177,10,5,3,0,2
D2177,11,9,9,1,1
D2177,12,9,6,0,3
D2177,13,3,3,1,2
D2178,1,9,8,1,2
D2178,2,4,2,0,2
D2178,3,6,5,1,1
D2178,4,8,2,0,2
D2178,5,8,3,0,1
D2178,6,8,6,1,2
D2178,7,8,4,1,2
D2178,8,4,3,3,4
D2178,9,9,4,4,5
D2178,10,4,3,2,5
D2178,11,9,3,4,8
D2178,12,7,2,4,6
D2178,13,6,4,3,7
D2179,1,9,5,1,1
D2179,2,9,8,1,3
D2179,3,7,7,1,1
D2179,4,8,3,0,3
D2179,5,4,2,0,2
D2179,6,4,4,0,3
D2179,7,9,4,1,1
D2179,8,9,8,3,7
D2179,9,6,3,3,4
D2179,10,6,2,4,7
D2179,11,4,3,4,6
D2179,12,6,5,4,6
D2179,13,6,4,3,6
D2180,1,7,2,0,1
D2180,2,7,4,0,1
D2180,3,9,2,0,3
D2180,4,4,4,1,2
D2180,5,7,2,1,3
D2180,6,3,2,0,3
D2180,7,3,3,0,1
D2180,8,7,4,1,2
D2180,9,6,6,0,2
D2180,10,8,4,1,1
D2180,11,9,5,0,3
D2180,12,8,8,0,1
D2180,13,3,3,0,1
D2181,1,7,2,0,2
D2181,2,6,3,0,1
D2181,3,3,2,0,2
D2181,4,4,3,1,3
D2181,5,8,4,1,1
D2181,6,8,3,1,1
D2181,7,3,3,1,3
D2181,8,6,5,0,3
D2181,9,9,6,1,3
D2181,10,8,7,1,2
D2181,11,3,2,1,2
D2181,12,4,3,0,2
D2181,13,9,6,1,1
D2182,1,3,2,0,3
D2182,2,9,9,1,3
D2182,3,5,3,0,3
D2182,4,5,5,1,1
D2182,5,8,3,1,1
D2182,6,9,8,1,1
D2182,7,9,2,1,3
D2182,8,6,4,2,4
D2182,9,7,6,3,9
D2182,10,4,4,2,6
D2182,11,7,2,4,6
D2182,12,8,4,3,9
D2182,13,8,2,3,4
D2183,1,3,3,1,2
D2183,2,9,9,0,3
D2183,3,5,5,0,2
D2183,4,4,4,0,3
D2183,5,9,9,1,1
D2183,6,4,3,1,3
D2183,7,7,3,0,1
D2183,8,5,4,0,3
D2183,9,3,2,0,2
D2183,10,9,5,1,3
D2183,11,4,2,1,1
D2183,12,5,5,0,2
D2183,13,4,2,0,1
D2184,1,6,6,1,2
D2184,2,3,3,1,3
D2184,3,5,2,0,3
D2184,4,9,6,1,2
D2184,5,6,6,1,2
D2184,6,3,2,1,3
D2184,7,7,5,1,3
D2184,8,6,4,3,8
D2184,9,9,6,2,9
D2184,10,6,5,2,9
D2184,11,5,4,3,4
D2184,12,9,8,2,6
D2184,13,3,2,4,8
D2185,1,7,2,0,2
D2185,2,5,3,0,2
D2185,3,8,4,0,1
D2185,4,3,2,0,1
D2185,5,9,3,1,1
D2185,6,3,2,0,2
D2185,7,5,3,0,1
D2185,8,7,3,0,1
D2185,9,4,3,1,2
D2185,10,6,2,1,2
D2185,11,9,2,1,1
D2185,12,7,5,0,1
D2185,13,6,2,1,3
D2186,1,7,7,0,2
D2186,2,9,8,1,3
D2186,3,6,3,0,2
D2186,4,3,2,1,2
D2186,5,9,3,0,3
D2186,6,7,2,0,1
D2186,7,4,4,1,2
D2186,8,8,5,1,1
D2186,9,8,2,1,3
D2186,10,9,4,1,1
D2186,11,3,2,0,2
D2186,12,9,2,0,3
D2186,13,4,3,1,2
D2187,1,8,8,1,2
D2187,2,7,5,1,1
D2187,3,4,2,0,2
D2187,4,7,5,0,2
D2187,5,7,6,0,1
D2187,6,3,2,0,1
D2187,7,7,3,1,1
D2187,8,6,2,1,1
D2187,9,8,4,1,2
D2187,10,8,5,0,2
D2187,11,4,2,0,1
D2187,12,3,2,0,3
D2187,13,4,2,0,2
D2188,1,3,2,0,3
D2188,2,3,2,0,1
D2188,3,5,4,1,1
D2188,4,5,5,0,1
D2188,5,3,2,1,3
D2188,6,9,4,1,3
D2188,7,3,3,0,2
D2188,8,9,4,1,2
D2188,9,6,2,0,2
D2188,10,7,3,1,3
D2188,11,8,8,0,2
D2188,12,9,9,1,2
D2188,13,5,5,1,1
D2189,1,5,5,0,2
D2189,2,3,3,0,3
D2189,3,6,4,1,2
D2189,4,6,4,0,3
D2189,5,6,5,1,3
D2189,6,6,6,0,3
D2189,7,4,2,1,2
D2189,8,6,6,1,2
D2189,9,3,3,1,3
D2189,10,7,6,0,1
D2189,11,5,3,1,3
D2189,12,5,5,1,2
D2189,13,3,3,0,2
D2190,1,7,3,0,2
D2190,2,7,2,0,1
D2190,3,3,2,1,3
D2190,4,7,2,1,1
D2190,5,4,4,0,1
D2190,6,7,6,0,1
D2190,7,9,7,0,2
D2190,8,5,3,4,4
D2190,9,6,5,4,9
D2190,10,3,2,2,4
D2190,11,7,4,2,7
D2190,12,3,2,2,7
D2190,13,4,3,4,9
D2191,1,9,9,0,1
D2191,2,5,5,0,1
D2191,3,7,5,1,2
D2191,4,5,5,0,3
D2191,5,6,3,0,2
D2191,6,5,4,0,2
D2191,7,4,4,0,3
D2191,8,3,3,0,1
D2191,9,9,3,1,1
D2191,10,4,4,0,3
D2191,11,6,2,1,2
D2191,12,4,4,0,2
D2191,13,9,6,1,3
D2192,1,8,7,1,1
D2192,2,9,7,0,2
D2192,3,4,2,0,1
D2192,4,6,6,0,3
D2192,5,3,3,1,3
D2192,6,4,3,1,3
D2192,7,5,2,0,1
D2192,8,6,4,0,1
D2192,9,6,3,1,2
D2192,10,3,2,1,1
D2192,11,4,3,0,2
D2192,12,6,3,0,3
D2192,13,6,2,0,1
D2193,1,8,5,0,1
D2193,2,6,6,0,3
D2193,3,4,2,0,2
D2193,4,8,8,0,1
D2193,5,3,3,0,2
D2193,6,4,2,1,1
D2193,7,8,6,1,3
D2193,8,6,3,3,5
D2193,9,4,4,2,9
D2193,10,6,5,2,9
D2193,11,8,4,2,9
D2193,12,9,6,3,6
D2193,13,4,3,2,7
D2194,1,6,2,0,2
D2194,2,5,5,1,2
D2194,3,9,2,1,2
D2194,4,8,6,0,3
D2194,5,9,2,0,2
D2194,6,9,5,1,1
D2194,7,8,2,1,1
D2194,8,9,5,0,2
D2194,9,3,3,0,2
D2194,10,3,2,1,2
D2194,11,5,3,0,1
D2194,12,9,2,1,2
D2194,13,4,4,0,2
D2195,1,9,6,1,3
D2195,2,8,6,1,1
D2195,3,9,4,0,3
D2195,4,4,2,1,2
D2195,5,9,5,1,1
D2195,6,9,8,0,3
D2195,7,4,4,1,2
D2195,8,6,2,1,2
D2195,9,4,3,1,1
D2195,10,6,5,1,2
D2195,11,7,7,0,2
D2195,12,9,4,1,2
D2195,13,9,4,0,2
D2196,1,7,5,0,3
D2196,2,3,2,0,3
D2196,3,9,7,1,2
D2196,4,4,4,0,3
D2196,5,7,7,0,2
D2196,6,6,6,0,2
D2196,7,4,4,0,2
D2196,8,4,2,3,6
D2196,9,5,5,3,7
D2196,10,7,2,3,8
D2196,11,5,4,4,4
D2196,12,4,2,3,9
D2196,13,7,4,4,9
D2197,1,6,3,0,3
D2197,2,8,4,0,1
D2197,3,6,6,1,2
D2197,4,4,4,1,2
D2197,5,9,6,0,2
D2197,6,5,5,1,3
D2197,7,3,3,1,2
D2197,8,7,6,0,2
D2197,9,8,2,1,3
D2197,10,9,5,0,1
D2197,11,8,4,0,2
D2197,12,6,3,1,1
D2197,13,4,2,0,1
D2198,1,4,2,1,3
D2198,2,4,4,0,2
D2198,3,5,4,1,1
D2198,4,7,7,1,2
D2198,5,8,6,0,2
D2198,6,9,5,1,1
D2198,7,6,6,1,2
D2198,8,4,3,0,1
D2198,9,6,4,1,3
D2198,10,7,7,1,2
D2198,11,7,5,0,3
D2198,12,3,2,1,2
D2198,13,9,9,0,2
D2199,1,5,2,1,3
D2199,2,5,3,1,2
D2199,3,7,3,1,3
D2199,4,9,4,0,3
D2199,5,3,2,0,3
D2199,6,8,3,1,2
D2199,7,8,3,1,2
D2199,8,4,2,3,4
D2199,9,4,3,4,6
D2199,10,7,7,3,7
D2199,11,6,4,2,8
D2199,12,8,7,4,8
D2199,13,9,9,3,4
D2200,1,6,2,0,3
D2200,2,6,4,1,2
D2200,3,3,2,1,3
D2200,4,5,3,0,2
D2200,5,4,4,1,3
D2200,6,3,2,1,2
D2200,7,6,4,0,1
D2200,8,4,4,2,5
D2200,9,5,4,3,6
D2200,10,9,8,2,7
D2200,11,8,5,3,4
D2200,12,7,2,3,8
D2200,13,5,5,2,7
D2201,1,7,4,1,1
D2201,2,3,2,0,1
D2201,3,6,4,0,3
D2201,4,6,5,0,3
D2201,5,3,2,0,1
D2201,6,8,2,1,3
D2201,7,8,2,0,3
D2201,8,8,5,1,2
D2201,9,8,5,1,2
D2201,10,3,3,0,1
D2201,11,9,4,0,2
D2201,12,7,4,1,2
D2201,13,6,5,0,2
D2202,1,8,6,1,2
D2202,2,8,6,1,1
D2202,3,3,2,1,2
D2202,4,6,6,0,2
D2202,5,7,7,0,3
D2202,6,3,3,0,2
D2202,7,9,8,1,2
D2202,8,5,4,1,3
D2202,9,8,8,1,2
D2202,10,7,3,1,2
D2202,11,6,6,0,2
D2202,12,9,2,0,3
D2202,13,7,6,1,2
D2203,1,7,7,1,1
D2203,2,7,3,1,2
D2203,3,9,2,1,2
D2203,4,3,2,0,2
D2203,5,6,2,0,1
D2203,6,8,3,0,1
D2203,7,8,7,1,2
D2203,8,6,5,2,5
D2203,9,3,3,4,8
D2203,10,8,7,4,7
D2203,11,4,2,3,5
D2203,12,3,3,3,5
D2203,13,3,3,2,8
D2204,1,3,2,0,1
D2204,2,8,5,1,3
D2204,3,3,3,1,2
D2204,4,8,6,0,2
D2204,5,8,6,0,2
D2204,6,8,8,0,3
D2204,7,7,7,0,3
D2204,8,5,5,1,1
D2204,9,3,3,1,3
D2204,10,6,2,0,2
D2204,11,8,5,1,2
D2204,12,6,4,0,3
D2204,13,5,3,1,1
D2205,1,4,4,1,2
D2205,2,8,3,1,1
D2205,3,5,4,0,2
D2205,4,4,4,0,1
D2205,5,9,4,0,1
D2205,6,8,6,1,2
D2205,7,8,4,0,3
D2205,8,8,3,0,2
D2205,9,6,2,1,3
D2205,10,6,2,0,1
D2205,11,3,3,0,3
D2205,12,9,8,1,2
D2205,13,8,7,1,3
D2206,1,5,4,0,2
D2206,2,8,4,1,3
D2206,3,9,7,1,2
D2206,4,6,3,0,3
D2206,5,6,6,1,1
D2206,6,8,4,1,3
D2206,7,8,7,1,3
D2206,8,5,3,0,3
D2206,9,6,6,0,3
D2206,10,8,7,0,3
D2206,11,6,2,1,1
D2206,12,8,2,0,1
D2206,13,3,2,0,2
D2207,1,4,2,0,3
D2207,2,5,2,1,3
D2207,3,4,3,0,3
D2207,4,6,6,1,1
D2207,5,9,5,1,1
D2207,6,4,4,1,1
D2207,7,5,3,0,1
D2207,8,8,6,4,4
D2207,9,7,4,3,4
D2207,10,4,3,3,9
D2207,11,4,4,2,9
D2207,12,9,4,4,4
D2207,13,8,4,4,9
D2208,1,7,4,0,1
D2208,2,8,7,0,3
D2208,3,5,4,1,2
D2208,4,6,3,1,3
D2208,5,6,5,1,3
D2208,6,7,4,0,2
D2208,7,7,3,0,1
D2208,8,4,2,3,7
D2208,9,6,6,4,5
D2208,10,7,3,3,5
D2208,11,9,5,3,9
D2208,12,3,2,4,7
D2208,13,6,2,3,4
D2209,1,9,6,1,2
D2209,2,9,6,1,1
D2209,3,4,2,0,1
D2209,4,9,7,1,3
D2209,5,8,8,1,1
D2209,6,8,6,0,1
D2209,7,6,4,0,1
D2209,8,8,2,4,6
D2209,9,3,2,3,7
D2209,10,4,4,4,9
D2209,11,8,6,2,8
D2209,12,6,4,2,6
D2209,13,5,5,4,5
D2210,1,8,3,1,1
D2210,2,5,4,0,3
D2210,3,8,3,0,1
D2210,4,5,2,0,3
