dev_id,date,messages_sent,avg_response_hours
D1808,2025-10-29,13,2.45
D1808,2025-10-30,8,2.36
D1808,2025-10-31,14,3.94
D1808,2025-11-01,5,2.99
D1808,2025-11-02,14,2.01
D1808,2025-11-03,7,3.22
D1808,2025-11-04,11,2.37
D1808,2025-11-05,12,3.95
D1808,2025-11-06,6,2.86
D1808,2025-11-07,5,3.26
D1808,2025-11-08,12,3.1
D1808,2025-11-09,13,1.04
D1808,2025-11-10,4,2.97
D1808,2025-11-11,10,2.96
D1808,2025-11-12,6,2.45
D1808,2025-11-13,6,1.1
D1808,2025-11-14,14,2.47
D1808,2025-11-15,13,2.86
D1808,2025-11-16,11,1.58
D1808,2025-11-17,7,2.6
D1808,2025-11-18,7,2.59
D1808,2025-11-19,14,2.93
D1808,2025-11-20,9,2.57
D1808,2025-11-21,5,3.25
D1808,2025-11-22,6,3.05
D1808,2025-11-23,6,1.07
D1808,2025-11-24,5,1.9
D1808,2025-11-25,10,3.13
D1808,2025-11-26,13,2.82
D1808,2025-11-27,12,2.26
D1808,2025-11-28,6,1.78
D1808,2025-11-29,13,1.64
D1808,2025-11-30,8,1.5
D1808,2025-12-01,6,1.3
D1808,2025-12-02,13,1.45
D1808,2025-12-03,10,1.79
D1808,2025-12-04,12,2.32
D1808,2025-12-05,4,3.55
D1808,2025-12-06,5,1.99
D1808,2025-12-07,14,1.52
D1808,2025-12-08,7,1.94
D1808,2025-12-09,14,3.45
D1808,2025-12-10,11,3.48
D1808,2025-12-11,14,1.74
D1808,2025-12-12,12,2.8
D1808,2025-12-13,7,3.13
D1808,2025-12-14,8,1.28
D1808,2025-12-15,13,3.91
D1808,2025-12-16,6,1.37
D1808,2025-12-17,11,2.75
D1808,2025-12-18,7,3.65
D1808,2025-12-19,7,2.17
D1808,2025-12-20,6,2.89
D1808,2025-12-21,13,1.37
D1808,2025-12-22,10,2.45
D1808,2025-12-23,6,1.86
D1808,2025-12-24,4,3.26
D1808,2025-12-25,7,2.15
D1808,2025-12-26,8,1.37
D1808,2025-12-27,9,1.33
D1808,2025-12-28,10,3.36
D1808,2025-12-29,8,3.23
D1808,2025-12-30,7,2.75
D1808,2025-12-31,7,1.02
D1808,2026-01-01,12,2.42
D1808,2026-01-02,9,1.18
D1808,2026-01-03,13,3.69
D1808,2026-01-04,12,2.17
D1808,2026-01-05,8,1.51
D1808,2026-01-06,5,2.29
D1808,2026-01-07,8,2.09
D1808,2026-01-08,9,2.39
D1809,2025-10-11,7,1.92
D1809,2025-10-12,9,2.72
D1809,2025-10-13,6,1.48
D1809,2025-10-14,5,3.45
D1809,2025-10-15,13,2.07
D1809,2025-10-16,6,3.56
D1809,2025-10-17,11,2.11
D1809,2025-10-18,14,1.85
D1809,2025-10-19,8,1.96
D1809,2025-10-20,14,2.13
D1809,2025-10-21,12,3.36
D1809,2025-10-22,6,1.87
D1809,2025-10-23,14,2.46
D1809,2025-10-24,14,2.61
D1809,2025-10-25,10,2.24
D1809,2025-10-26,11,3.18
D1809,2025-10-27,11,1.22
D1809,2025-10-28,14,3.23
D1809,2025-10-29,14,3.81
D1809,2025-10-30,6,2.13
D1809,2025-10-31,9,2.94
D1809,2025-11-01,12,2.48
D1809,2025-11-02,9,3.9
D1809,2025-11-03,9,2.49
D1809,2025-11-04,10,3.71
D1809,2025-11-05,12,1.74
D1809,2025-11-06,5,3.72
D1809,2025-11-07,4,1.86
D1809,2025-11-08,7,3.73
D1809,2025-11-09,10,2.25
D1809,2025-11-10,5,1.55
D1809,2025-11-11,12,3.39
D1809,2025-11-12,11,3.63
D1809,2025-11-13,12,3.17
D1809,2025-11-14,14,1.62
D1809,2025-11-15,9,2.77
D1809,2025-11-16,11,3.61
D1809,2025-11-17,13,2.48
D1809,2025-11-18,10,1.06
D1809,2025-11-19,4,2.67
D1809,2025-11-20,7,2.46
D1809,2025-11-21,4,3.07
D1809,2025-11-22,12,1.78
D1809,2025-11-23,11,1.52
D1809,2025-11-24,5,3.42
D1809,2025-11-25,9,2.53
D1809,2025-11-26,13,2.28
D1809,2025-11-27,13,3.39
D1809,2025-11-28,5,3.55
D1809,2025-11-29,7,1.9
D1809,2025-11-30,7,2.94
D1809,2025-12-01,0,9.07
D1809,2025-12-02,1,9.11
D1809,2025-12-03,0,11.42
D1809,2025-12-04,0,6.15
D1809,2025-12-05,2,10.47
D1809,2025-12-06,1,9.48
D1809,2025-12-07,1,8.81
D1809,2025-12-08,2,6.08
D1809,2025-12-09,0,9.62
D1809,2025-12-10,0,9.27
D1809,2025-12-11,1,7.79
D1809,2025-12-12,1,11.4
D1809,2025-12-13,0,7.2
D1809,2025-12-14,0,9.24
D1809,2025-12-15,1,6.58
D1809,2025-12-16,1,8.16
D1809,2025-12-17,0,6.19
D1809,2025-12-18,1,8.33
D1809,2025-12-19,0,7.5
D1809,2025-12-20,2,7.52
D1809,2025-12-21,1,7.3
D1809,2025-12-22,2,7.32
D1809,2025-12-23,0,6.46
D1809,2025-12-24,2,10.72
D1809,2025-12-25,0,6.37
D1809,2025-12-26,2,8.14
D1809,2025-12-27,2,6.89
D1809,2025-12-28,0,10.88
D1809,2025-12-29,0,10.54
D1809,2025-12-30,0,7.02
D1809,2025-12-31,2,7.15
D1809,2026-01-01,0,7.16
D1809,2026-01-02,0,11.97
D1809,2026-01-03,0,7.59
D1809,2026-01-04,0,11.3
D1809,2026-01-05,2,10.37
D1809,2026-01-06,1,9.09
D1809,2026-01-07,2,6.33
D1809,2026-01-08,1,6.84
D1810,2025-10-11,6,2.67
D1810,2025-10-12,5,2.94
D1810,2025-10-13,10,3.33
D1810,2025-10-14,6,1.96
D1810,2025-10-15,12,3.84
D1810,2025-10-16,8,2.09
D1810,2025-10-17,5,2.07
D1810,2025-10-18,9,1.82
D1810,2025-10-19,10,1.93
D1810,2025-10-20,5,1.62
D1810,2025-10-21,6,2.19
D1810,2025-10-22,8,2.18
D1810,2025-10-23,7,2.36
D1810,2025-10-24,6,3.24
D1810,2025-10-25,9,3.16
D1810,2025-10-26,8,3.56
D1810,2025-10-27,6,3.0
D1810,2025-10-28,13,1.87
D1810,2025-10-29,13,1.63
D1810,2025-10-30,4,3.24
D1810,2025-10-31,14,1.42
D1810,2025-11-01,14,3.56
D1810,2025-11-02,14,1.54
D1810,2025-11-03,4,2.9
D1810,2025-11-04,12,1.64
D1810,2025-11-05,10,2.96
D1810,2025-11-06,11,1.62
D1810,2025-11-07,5,2.32
D1810,2025-11-08,14,1.28
D1810,2025-11-09,9,3.46
D1810,2025-11-10,8,3.17
D1810,2025-11-11,10,2.82
D1810,2025-11-12,6,2.65
D1810,2025-11-13,11,2.54
D1810,2025-11-14,4,3.63
D1810,2025-11-15,14,2.82
D1810,2025-11-16,12,3.98
D1810,2025-11-17,5,2.77
D1810,2025-11-18,11,1.42
D1810,2025-11-19,12,1.28
D1810,2025-11-20,12,3.19
D1810,2025-11-21,8,1.14
D1810,2025-11-22,12,1.26
D1810,2025-11-23,7,1.56
D1810,2025-11-24,8,2.67
D1810,2025-11-25,8,2.97
D1810,2025-11-26,14,1.24
D1810,2025-11-27,4,1.7
D1810,2025-11-28,8,2.3
D1810,2025-11-29,8,1.42
D1810,2025-11-30,14,2.3
D1810,2025-12-01,4,3.44
D1810,2025-12-02,4,3.61
D1810,2025-12-03,11,2.92
D1810,2025-12-04,14,2.92
D1810,2025-12-05,12,3.82
D1810,2025-12-06,8,2.98
D1810,2025-12-07,4,3.79
D1810,2025-12-08,5,3.98
D1810,2025-12-09,12,1.69
D1810,2025-12-10,12,3.32
D1810,2025-12-11,7,3.59
D1810,2025-12-12,6,3.15
D1810,2025-12-13,10,1.16
D1810,2025-12-14,11,2.36
D1810,2025-12-15,10,3.77
D1810,2025-12-16,13,2.06
D1810,2025-12-17,4,1.3
D1810,2025-12-18,14,1.63
D1810,2025-12-19,13,3.59
D1810,2025-12-20,5,2.11
D1810,2025-12-21,13,3.47
D1810,2025-12-22,6,2.86
D1810,2025-12-23,8,1.27
D1810,2025-12-24,6,1.33
D1810,2025-12-25,9,3.3
D1810,2025-12-26,12,1.42
D1810,2025-12-27,5,2.02
D1810,2025-12-28,11,1.55
D1810,2025-12-29,8,1.29
D1810,2025-12-30,11,2.44
D1810,2025-12-31,11,2.89
D1810,2026-01-01,8,2.64
D1810,2026-01-02,14,2.05
D1810,2026-01-03,12,2.59
D1810,2026-01-04,12,1.2
D1810,2026-01-05,10,1.71
D1810,2026-01-06,11,3.31
D1810,2026-01-07,9,3.49
D1810,2026-01-08,5,2.2
D1811,2025-10-11,12,1.43
D1811,2025-10-12,14,2.62
D1811,2025-10-13,10,2.88
D1811,2025-10-14,10,3.87
D1811,2025-10-15,5,1.99
D1811,2025-10-16,10,1.9
D1811,2025-10-17,7,1.04
D1811,2025-10-18,4,1.55
D1811,2025-10-19,6,2.67
D1811,2025-10-20,7,2.02
D1811,2025-10-21,13,3.1
D1811,2025-10-22,5,3.24
D1811,2025-10-23,11,2.16
D1811,2025-10-24,10,1.62
D1811,2025-10-25,12,2.97
D1811,2025-10-26,10,3.69
D1811,2025-10-27,14,1.85
D1811,2025-10-28,13,1.28
D1811,2025-10-29,9,2.86
D1811,2025-10-30,7,3.21
D1811,2025-10-31,5,3.95
D1811,2025-11-01,7,2.31
D1811,2025-11-02,8,3.59
D1811,2025-11-03,10,1.54
D1811,2025-11-04,14,1.23
D1811,2025-11-05,8,1.47
D1811,2025-11-06,14,2.88
D1811,2025-11-07,9,1.86
D1811,2025-11-08,14,1.22
D1811,2025-11-09,7,3.61
D1811,2025-11-10,14,3.8
D1811,2025-11-11,10,1.24
D1811,2025-11-12,10,1.03
D1811,2025-11-13,9,2.81
D1811,2025-11-14,14,3.94
D1811,2025-11-15,10,3.23
D1811,2025-11-16,13,1.13
D1811,2025-11-17,14,2.2
D1811,2025-11-18,13,2.71
D1811,2025-11-19,6,1.48
D1811,2025-11-20,7,1.12
D1811,2025-11-21,13,1.41
D1811,2025-11-22,8,1.28
D1811,2025-11-23,9,3.84
D1811,2025-11-24,14,1.79
D1811,2025-11-25,9,1.22
D1811,2025-11-26,11,1.67
D1811,2025-11-27,4,4.0
D1811,2025-11-28,11,1.43
D1811,2025-11-29,6,3.33
D1811,2025-11-30,9,1.23
D1811,2025-12-01,1,8.53
D1811,2025-12-02,0,8.63
D1811,2025-12-03,2,8.17
D1811,2025-12-04,2,9.86
D1811,2025-12-05,0,7.79
D1811,2025-12-06,1,6.11
D1811,2025-12-07,0,7.3
D1811,2025-12-08,1,9.53
D1811,2025-12-09,0,7.4
D1811,2025-12-10,1,11.94
D1811,2025-12-11,2,11.21
D1811,2025-12-12,0,8.74
D1811,2025-12-13,0,8.8
D1811,2025-12-14,1,9.23
D1811,2025-12-15,1,8.29
D1811,2025-12-16,2,8.03
D1811,2025-12-17,0,10.57
D1811,2025-12-18,1,6.13
D1811,2025-12-19,1,8.98
D1811,2025-12-20,2,8.75
D1811,2025-12-21,0,9.41
D1811,2025-12-22,1,9.76
D1811,2025-12-23,2,9.14
D1811,2025-12-24,1,7.75
D1811,2025-12-25,1,10.79
D1811,2025-12-26,1,10.93
D1811,2025-12-27,1,8.93
D1811,2025-12-28,2,10.51
D1811,2025-12-29,0,9.64
D1811,2025-12-30,1,9.27
D1811,2025-12-31,2,10.13
D1811,2026-01-01,2,9.2
D1811,2026-01-02,1,9.77
D1811,2026-01-03,1,11.46
D1811,2026-01-04,2,11.54
D1811,2026-01-05,1,9.42
D1811,2026-01-06,0,10.02
D1811,2026-01-07,0,6.06
D1811,2026-01-08,0,6.55
D1812,2025-10-11,5,1.48
D1812,2025-10-12,11,3.83
D1812,2025-10-13,13,2.47
D1812,2025-10-14,13,1.11
D1812,2025-10-15,9,3.6
D1812,2025-10-16,6,2.41
D1812,2025-10-17,14,1.0
D1812,2025-10-18,9,2.62
D1812,2025-10-19,12,3.31
D1812,2025-10-20,8,1.61
D1812,2025-10-21,14,1.98
D1812,2025-10-22,7,3.58
D1812,2025-10-23,9,3.93
D1812,2025-10-24,14,3.67
D1812,2025-10-25,10,3.34
D1812,2025-10-26,14,3.57
D1812,2025-10-27,8,2.51
D1812,2025-10-28,6,2.51
D1812,2025-10-29,5,3.1
D1812,2025-10-30,7,1.1
D1812,2025-10-31,9,1.05
D1812,2025-11-01,8,3.44
D1812,2025-11-02,6,3.89
D1812,2025-11-03,7,1.8
D1812,2025-11-04,11,3.84
D1812,2025-11-05,11,1.31
D1812,2025-11-06,13,1.87
D1812,2025-11-07,14,1.74
D1812,2025-11-08,13,3.84
D1812,2025-11-09,12,1.3
D1812,2025-11-10,5,3.86
D1812,2025-11-11,4,1.67
D1812,2025-11-12,9,3.54
D1812,2025-11-13,14,2.56
D1812,2025-11-14,11,1.84
D1812,2025-11-15,4,3.19
D1812,2025-11-16,10,2.15
D1812,2025-11-17,4,2.78
D1812,2025-11-18,13,1.67
D1812,2025-11-19,12,3.37
D1812,2025-11-20,5,2.24
D1812,2025-11-21,4,3.51
D1812,2025-11-22,11,2.69
D1812,2025-11-23,5,2.8
D1812,2025-11-24,11,3.21
D1812,2025-11-25,9,2.55
D1812,2025-11-26,5,3.7
D1812,2025-11-27,5,1.5
D1812,2025-11-28,14,2.98
D1812,2025-11-29,12,1.82
D1812,2025-11-30,6,3.1
D1812,2025-12-01,5,2.87
D1812,2025-12-02,5,3.83
D1812,2025-12-03,14,3.16
D1812,2025-12-04,11,2.88
D1812,2025-12-05,9,1.98
D1812,2025-12-06,13,2.94
D1812,2025-12-07,12,2.52
D1812,2025-12-08,8,3.59
D1812,2025-12-09,7,2.81
D1812,2025-12-10,12,2.99
D1812,2025-12-11,8,3.34
D1812,2025-12-12,8,1.44
D1812,2025-12-13,9,2.3
D1812,2025-12-14,12,2.39
D1812,2025-12-15,7,2.49
D1812,2025-12-16,4,3.31
D1812,2025-12-17,10,1.75
D1812,2025-12-18,4,3.36
D1812,2025-12-19,12,1.67
D1812,2025-12-20,14,2.19
D1812,2025-12-21,10,3.76
D1812,2025-12-22,5,2.73
D1812,2025-12-23,9,2.97
D1812,2025-12-24,11,1.12
D1812,2025-12-25,6,1.74
D1812,2025-12-26,12,2.83
D1812,2025-12-27,5,2.99
D1812,2025-12-28,14,3.2
D1812,2025-12-29,9,2.09
D1812,2025-12-30,9,1.68
D1812,2025-12-31,9,1.31
D1812,2026-01-01,14,1.44
D1812,2026-01-02,11,3.86
D1812,2026-01-03,14,2.41
D1812,2026-01-04,7,3.78
D1812,2026-01-05,12,2.06
D1812,2026-01-06,11,2.93
D1812,2026-01-07,7,3.31
D1812,2026-01-08,4,3.59
D1813,2025-10-11,4,3.79
D1813,2025-10-12,10,3.98
D1813,2025-10-13,10,1.29
D1813,2025-10-14,8,3.59
D1813,2025-10-15,12,1.97
D1813,2025-10-16,5,1.25
D1813,2025-10-17,8,2.95
D1813,2025-10-18,4,1.56
D1813,2025-10-19,11,1.69
D1813,2025-10-20,10,3.49
D1813,2025-10-21,7,2.27
D1813,2025-10-22,4,1.52
D1813,2025-10-23,13,1.37
D1813,2025-10-24,7,3.69
D1813,2025-10-25,9,2.69
D1813,2025-10-26,5,1.52
D1813,2025-10-27,8,3.88
D1813,2025-10-28,7,2.28
D1813,2025-10-29,14,3.8
D1813,2025-10-30,9,2.96
D1813,2025-10-31,7,1.68
D1813,2025-11-01,13,1.07
D1813,2025-11-02,8,3.89
D1813,2025-11-03,8,3.78
D1813,2025-11-04,7,2.34
D1813,2025-11-05,13,3.59
D1813,2025-11-06,13,1.87
D1813,2025-11-07,7,1.21
D1813,2025-11-08,12,3.33
D1813,2025-11-09,14,1.89
D1813,2025-11-10,10,2.77
D1813,2025-11-11,4,1.96
D1813,2025-11-12,9,2.07
D1813,2025-11-13,13,2.88
D1813,2025-11-14,13,3.77
D1813,2025-11-15,8,1.73
D1813,2025-11-16,5,3.83
D1813,2025-11-17,6,1.15
D1813,2025-11-18,11,3.39
D1813,2025-11-19,4,3.52
D1813,2025-11-20,12,1.47
D1813,2025-11-21,7,2.94
D1813,2025-11-22,4,3.69
D1813,2025-11-23,10,2.73
D1813,2025-11-24,10,3.56
D1813,2025-11-25,11,3.0
D1813,2025-11-26,12,1.54
D1813,2025-11-27,13,3.97
D1813,2025-11-28,11,2.0
D1813,2025-11-29,9,2.78
D1813,2025-11-30,6,2.94
D1813,2025-12-01,4,2.62
D1813,2025-12-02,13,1.42
D1813,2025-12-03,14,3.34
D1813,2025-12-04,10,3.9
D1813,2025-12-05,8,2.5
D1813,2025-12-06,10,2.81
D1813,2025-12-07,12,1.28
D1813,2025-12-08,6,2.17
D1813,2025-12-09,11,3.61
D1813,2025-12-10,4,3.84
D1813,2025-12-11,9,3.91
D1813,2025-12-12,11,2.93
D1813,2025-12-13,6,2.21
D1813,2025-12-14,14,1.7
D1813,2025-12-15,5,2.71
D1813,2025-12-16,10,1.81
D1813,2025-12-17,14,1.88
D1813,2025-12-18,11,1.83
D1813,2025-12-19,6,3.85
D1813,2025-12-20,4,2.17
D1813,2025-12-21,8,3.27
D1813,2025-12-22,12,3.71
D1813,2025-12-23,10,3.08
D1813,2025-12-24,5,1.22
D1813,2025-12-25,8,1.02
D1813,2025-12-26,6,1.3
D1813,2025-12-27,7,3.94
D1813,2025-12-28,8,1.35
D1813,2025-12-29,12,1.14
D1813,2025-12-30,10,1.95
D1813,2025-12-31,5,1.28
D1813,2026-01-01,13,3.59
D1813,2026-01-02,7,1.15
D1813,2026-01-03,6,2.35
D1813,2026-01-04,11,3.39
D1813,2026-01-05,14,2.39
D1813,2026-01-06,6,1.97
D1813,2026-01-07,6,1.73
D1813,2026-01-08,13,2.93
D1814,2025-10-11,11,2.74
D1814,2025-10-12,12,2.27
D1814,2025-10-13,13,2.69
D1814,2025-10-14,4,2.03
D1814,2025-10-15,13,1.95
D1814,2025-10-16,12,1.55
D1814,2025-10-17,6,2.17
D1814,2025-10-18,13,3.81
D1814,2025-10-19,12,1.65
D1814,2025-10-20,5,2.73
D1814,2025-10-21,4,2.18
D1814,2025-10-22,11,3.27
D1814,2025-10-23,5,2.73
D1814,2025-10-24,12,2.23
D1814,2025-10-25,7,1.22
D1814,2025-10-26,12,1.54
D1814,2025-10-27,4,3.22
D1814,2025-10-28,13,3.04
D1814,2025-10-29,12,2.77
D1814,2025-10-30,4,2.42
D1814,2025-10-31,6,3.85
D1814,2025-11-01,8,3.27
D1814,2025-11-02,7,1.66
D1814,2025-11-03,9,2.36
D1814,2025-11-04,7,1.92
D1814,2025-11-05,14,3.45
D1814,2025-11-06,13,1.2
D1814,2025-11-07,7,2.54
D1814,2025-11-08,4,2.94
D1814,2025-11-09,8,3.84
D1814,2025-11-10,4,2.62
D1814,2025-11-11,13,2.53
D1814,2025-11-12,9,3.76
D1814,2025-11-13,4,3.25
D1814,2025-11-14,13,3.2
D1814,2025-11-15,5,3.4
D1814,2025-11-16,4,1.79
D1814,2025-11-17,12,3.76
D1814,2025-11-18,6,2.03
D1814,2025-11-19,5,2.83
D1814,2025-11-20,7,2.31
D1814,2025-11-21,12,3.13
D1814,2025-11-22,11,2.09
D1814,2025-11-23,6,2.26
D1814,2025-11-24,14,2.99
D1814,2025-11-25,10,2.86
D1814,2025-11-26,6,2.65
D1814,2025-11-27,9,3.17
D1814,2025-11-28,7,3.59
D1814,2025-11-29,5,3.7
D1814,2025-11-30,10,3.75
D1814,2025-12-01,8,1.32
D1814,2025-12-02,7,2.1
D1814,2025-12-03,10,2.94
D1814,2025-12-04,6,3.48
D1814,2025-12-05,11,2.89
D1814,2025-12-06,6,3.45
D1814,2025-12-07,14,1.14
D1814,2025-12-08,11,2.47
D1814,2025-12-09,9,1.04
D1814,2025-12-10,5,3.68
D1814,2025-12-11,6,2.08
D1814,2025-12-12,4,2.43
D1814,2025-12-13,4,2.98
D1814,2025-12-14,9,2.19
D1814,2025-12-15,11,2.74
D1814,2025-12-16,14,3.48
D1814,2025-12-17,7,1.72
D1814,2025-12-18,10,3.2
D1814,2025-12-19,10,1.49
D1814,2025-12-20,4,2.02
D1814,2025-12-21,10,1.37
D1814,2025-12-22,7,2.18
D1814,2025-12-23,11,2.11
D1814,2025-12-24,14,3.66
D1814,2025-12-25,13,1.0
D1814,2025-12-26,11,2.86
D1814,2025-12-27,11,1.47
D1814,2025-12-28,7,2.95
D1814,2025-12-29,12,3.23
D1814,2025-12-30,10,1.66
D1814,2025-12-31,14,2.34
D1814,2026-01-01,6,1.86
D1814,2026-01-02,7,2.84
D1814,2026-01-03,8,2.81
D1814,2026-01-04,9,3.93
D1814,2026-01-05,8,3.56
D1814,2026-01-06,9,3.67
D1814,2026-01-07,4,2.91
D1814,2026-01-08,12,2.88
D1815,2025-10-11,12,1.45
D1815,2025-10-12,14,3.85
D1815,2025-10-13,4,3.07
D1815,2025-10-14,8,3.67
D1815,2025-10-15,12,1.77
D1815,2025-10-16,6,1.53
D1815,2025-10-17,4,1.12
D1815,2025-10-18,7,1.2
D1815,2025-10-19,4,2.41
D1815,2025-10-20,12,1.94
D1815,2025-10-21,4,3.05
D1815,2025-10-22,6,1.62
D1815,2025-10-23,7,1.16
D1815,2025-10-24,7,1.2
D1815,2025-10-25,5,2.4
D1815,2025-10-26,12,2.27
D1815,2025-10-27,7,3.27
D1815,2025-10-28,11,3.46
D1815,2025-10-29,10,1.2
D1815,2025-10-30,5,2.04
D1815,2025-10-31,5,3.77
D1815,2025-11-01,13,2.45
D1815,2025-11-02,13,3.15
D1815,2025-11-03,12,2.14
D1815,2025-11-04,6,3.88
D1815,2025-11-05,13,3.48
D1815,2025-11-06,9,1.06
D1815,2025-11-07,8,1.46
D1815,2025-11-08,13,3.04
D1815,2025-11-09,10,1.16
D1815,2025-11-10,8,2.02
D1815,2025-11-11,8,2.62
D1815,2025-11-12,12,2.16
D1815,2025-11-13,9,3.59
D1815,2025-11-14,8,1.46
D1815,2025-11-15,12,2.79
D1815,2025-11-16,12,2.3
D1815,2025-11-17,7,2.64
D1815,2025-11-18,9,1.34
D1815,2025-11-19,9,1.91
D1815,2025-11-20,13,2.93
D1815,2025-11-21,7,2.04
D1815,2025-11-22,14,1.96
D1815,2025-11-23,6,3.51
D1815,2025-11-24,4,1.67
D1815,2025-11-25,7,3.89
D1815,2025-11-26,8,2.97
D1815,2025-11-27,12,3.4
D1815,2025-11-28,10,2.8
D1815,2025-11-29,7,3.69
D1815,2025-11-30,10,1.07
D1815,2025-12-01,8,1.47
D1815,2025-12-02,12,2.94
D1815,2025-12-03,12,3.23
D1815,2025-12-04,8,2.1
D1815,2025-12-05,14,2.38
D1815,2025-12-06,7,3.21
D1815,2025-12-07,8,3.6
D1815,2025-12-08,12,1.67
D1815,2025-12-09,5,2.89
D1815,2025-12-10,4,1.17
D1815,2025-12-11,12,2.55
D1815,2025-12-12,11,2.73
D1815,2025-12-13,10,2.46
D1815,2025-12-14,6,1.06
D1815,2025-12-15,14,2.99
D1815,2025-12-16,7,3.6
D1815,2025-12-17,7,1.7
D1815,2025-12-18,5,1.08
D1815,2025-12-19,9,3.52
D1815,2025-12-20,7,3.51
D1815,2025-12-21,5,3.64
D1815,2025-12-22,13,1.96
D1815,2025-12-23,10,1.05
D1815,2025-12-24,6,1.2
D1815,2025-12-25,8,3.68
D1815,2025-12-26,14,1.46
D1815,2025-12-27,11,3.09
D1815,2025-12-28,5,3.6
D1815,2025-12-29,8,1.29
D1815,2025-12-30,5,1.93
D1815,2025-12-31,14,2.62
D1815,2026-01-01,4,3.56
D1815,2026-01-02,8,1.91
D1815,2026-01-03,4,1.76
D1815,2026-01-04,11,3.03
D1815,2026-01-05,8,2.32
D1815,2026-01-06,4,2.54
D1815,2026-01-07,7,1.62
D1815,2026-01-08,14,3.62
D1816,2025-10-11,14,1.35
D1816,2025-10-12,10,3.97
D1816,2025-10-13,6,3.21
D1816,2025-10-14,6,3.63
D1816,2025-10-15,9,3.44
D1816,2025-10-16,12,2.57
D1816,2025-10-17,10,1.74
D1816,2025-10-18,14,2.27
D1816,2025-10-19,5,2.95
D1816,2025-10-20,12,2.04
D1816,2025-10-21,5,1.44
D1816,2025-10-22,12,1.91
D1816,2025-10-23,8,1.83
D1816,2025-10-24,9,3.66
D1816,2025-10-25,4,1.99
D1816,2025-10-26,14,2.46
D1816,2025-10-27,6,1.22
D1816,2025-10-28,11,1.05
D1816,2025-10-29,7,2.37
D1816,2025-10-30,8,1.73
D1816,2025-10-31,9,2.42
D1816,2025-11-01,14,2.75
D1816,2025-11-02,13,1.37
D1816,2025-11-03,12,2.98
D1816,2025-11-04,11,3.78
D1816,2025-11-05,8,1.61
D1816,2025-11-06,8,1.4
D1816,2025-11-07,10,3.73
D1816,2025-11-08,4,3.13
D1816,2025-11-09,8,3.87
D1816,2025-11-10,14,2.91
D1816,2025-11-11,9,1.84
D1816,2025-11-12,13,3.4
D1816,2025-11-13,11,3.78
D1816,2025-11-14,14,2.33
D1816,2025-11-15,13,3.77
D1816,2025-11-16,7,1.23
D1816,2025-11-17,14,2.72
D1816,2025-11-18,8,1.44
D1816,2025-11-19,9,2.03
D1816,2025-11-20,5,2.77
D1816,2025-11-21,9,2.17
D1816,2025-11-22,9,1.03
D1816,2025-11-23,7,2.15
D1816,2025-11-24,10,3.44
D1816,2025-11-25,5,2.54
D1816,2025-11-26,13,1.17
D1816,2025-11-27,10,2.03
D1816,2025-11-28,11,2.84
D1816,2025-11-29,11,3.13
D1816,2025-11-30,9,2.69
D1816,2025-12-01,6,2.2
D1816,2025-12-02,10,2.68
D1816,2025-12-03,5,3.62
D1816,2025-12-04,9,2.43
D1816,2025-12-05,13,1.23
D1816,2025-12-06,7,3.23
D1816,2025-12-07,8,1.75
D1816,2025-12-08,12,2.59
D1816,2025-12-09,4,2.58
D1816,2025-12-10,10,2.75
D1816,2025-12-11,10,1.65
D1816,2025-12-12,5,3.8
D1816,2025-12-13,14,3.66
D1816,2025-12-14,12,3.08
D1816,2025-12-15,4,1.53
D1816,2025-12-16,5,3.6
D1816,2025-12-17,10,2.45
D1816,2025-12-18,7,2.49
D1816,2025-12-19,5,1.92
D1816,2025-12-20,8,1.33
D1816,2025-12-21,8,3.94
D1816,2025-12-22,13,3.46
D1816,2025-12-23,6,1.37
D1816,2025-12-24,12,1.13
D1816,2025-12-25,14,3.39
D1816,2025-12-26,6,2.55
D1816,2025-12-27,12,1.37
D1816,2025-12-28,4,1.71
D1816,2025-12-29,9,2.2
D1816,2025-12-30,13,1.78
D1816,2025-12-31,12,2.98
D1816,2026-01-01,10,1.08
D1816,2026-01-02,8,1.51
D1816,2026-01-03,10,2.24
D1816,2026-01-04,14,2.03
D1816,2026-01-05,14,3.14
D1816,2026-01-06,5,1.19
D1816,2026-01-07,4,1.78
D1816,2026-01-08,13,2.26
D1817,2025-10-11,10,1.94
D1817,2025-10-12,9,2.71
D1817,2025-10-13,7,1.64
D1817,2025-10-14,12,2.11
D1817,2025-10-15,8,3.81
D1817,2025-10-16,10,1.45
D1817,2025-10-17,8,2.05
D1817,2025-10-18,8,3.64
D1817,2025-10-19,14,2.66
D1817,2025-10-20,13,3.21
D1817,2025-10-21,13,1.19
D1817,2025-10-22,6,2.76
D1817,2025-10-23,8,1.56
D1817,2025-10-24,5,2.77
D1817,2025-10-25,5,3.79
D1817,2025-10-26,9,3.03
D1817,2025-10-27,12,1.62
D1817,2025-10-28,14,1.71
D1817,2025-10-29,13,1.08
D1817,2025-10-30,8,2.26
D1817,2025-10-31,13,3.54
D1817,2025-11-01,11,2.04
D1817,2025-11-02,9,3.34
D1817,2025-11-03,4,1.11
D1817,2025-11-04,14,1.7
D1817,2025-11-05,12,1.15
D1817,2025-11-06,13,2.73
D1817,2025-11-07,7,3.62
D1817,2025-11-08,14,1.02
D1817,2025-11-09,14,1.03
